DateTime,Newman_Discharge,Fremont_Discharge,Merced_Discharge,SanJoaquin_Precipitation,SanJoaquin_AirTemperature,SanJoaquin_SolarRadiation,SanJoaquin_RelativeHumidity,SanJoaquin_WindDirection,SanJoaquin_WindSpeed,SanJoaquin_SoilMoisture_30cmP1,SanJoaquin_SoilMoisture_30cmP2,SanJoaquin_SoilMoisture_30cmP3,SanJoaquin_SoilMoisture_30cmP4,SanJoaquin_SoilTemperature_10cm,SanJoaquin_SoilTemperature_50cm,SanJoaquin_SoilTemperature_100cm,SanJoaquin_SoilTemperature_200cm
2016-10-29,17867.9008,2033.14624,13308.896,10.668,17.573300624999998,50.59411171458334,68.99070354166666,97.82548708333331,2.3401727854166667,7.254166666666667,5.41875,3.05,6.489583333333332,19.224791666666665,21.250208333333333,21.629166666666666,22.25541666666666
2016-10-30,16168.8928,2344.6310399999998,11808.1056,0.762,13.711286666666664,167.1940984375,79.507555625,93.300359375,2.0145209333333334,9.729166666666666,6.2020833333333325,3.4312500000000004,8.066666666666666,18.031041666666667,21.112708333333334,21.504791666666666,22.15083333333333
2016-10-31,15744.1408,2859.9968,11638.2048,0.254,14.147986458333335,136.6376818125,66.89465520833333,154.11000616666666,2.33946104375,10.264583333333333,6.366666666666666,3.5916666666666672,8.629166666666666,17.423333333333332,20.765,21.289166666666667,22.060416666666665
2016-11-01,15885.7248,3398.016,11921.3728,0.0,14.089166458333333,172.24206995833333,63.59978145833334,127.65813541666668,2.577272014583333,9.958333333333332,6.291666666666666,3.7208333333333337,8.93125,16.855416666666667,20.430833333333336,21.021041666666665,21.928125
2016-11-02,16310.4768,3709.5008,12402.7584,0.0,16.024621666666665,171.48100616666667,58.62800270833333,117.34898354166668,1.7964053145833332,9.6625,6.2020833333333325,3.810416666666667,9.204166666666664,16.526666666666667,20.088333333333328,20.754166666666666,21.78645833333333
2016-11-03,16452.0608,3596.2336,12459.392,0.0,17.537213958333336,154.88902293750004,58.17719,133.5177965875,1.438813460416667,9.379166666666668,6.0770833333333325,3.8291666666666666,9.308333333333334,16.654791666666668,19.819375,20.516250000000007,21.6425
2016-11-04,15574.24,3001.5808,11439.9872,0.0,18.67045,162.6236345625,47.04406958333334,121.38095458333332,2.0770268250000004,9.122916666666663,5.987499999999999,3.879166666666667,9.308333333333334,16.970625,19.652916666666666,20.332708333333333,21.497708333333332
2016-11-05,14073.4496,2559.83872,9825.9296,0.0,16.932607916666665,105.99810349999998,57.090993125,114.889071875,1.8836694,8.8875,5.895833333333334,3.897916666666666,9.277083333333332,17.086875000000006,19.613333333333333,20.242083333333333,21.385208333333328
2016-11-06,13365.5296,2321.9776,9146.3264,0.0,16.30193125,142.56820382291667,70.56937500000002,113.02429691666669,1.5266338520833334,8.689583333333333,5.8,3.8937500000000007,9.297916666666667,16.972708333333333,19.549583333333327,20.158333333333328,21.269583333333333
2016-11-07,13054.0448,2174.73024,8834.8416,0.0,18.683023541666667,155.2458482708333,59.01189250000001,119.69146897916669,1.7329183270833337,8.512500000000001,5.704166666666668,3.889583333333333,9.216666666666667,17.147291666666668,19.477291666666666,20.07520833333333,21.174791666666668
2016-11-08,12459.392,2016.1561600000002,8296.822400000001,0.0,20.05299625,153.77513060416666,49.94332833333333,109.45697104166668,1.6755411125000002,8.331249999999999,5.593749999999999,3.868750000000001,9.122916666666663,17.380833333333335,19.44875,20.015208333333334,21.086458333333336
